"","id","sample.size","ncase","ncontrol","sex","category","subcategory","unit","group_name","build","consortium","year","population","trait","note","pmid","filename","nsnp","delimiter","header","mr","chr_col","pos_col","oa_col","ea_col","snp_col","pval_col","beta_col","se_col","eaf_col"
"1679","finn-b-K11_PERITON",218792,1603,217189,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Diseases of peritoneum","K11_PERITON",NA,"finngen_R5_K11_PERITON.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1680","finn-b-K11_PERITONITIS",218124,935,217189,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Acute peritonitis","K11_PERITONITIS",NA,"finngen_R5_K11_PERITONITIS.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1681","finn-b-K11_POSTOPDIS",211352,388,210964,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Postprocedural disorders of digestive system, not elsewhere classified","K11_POSTOPDIS",NA,"finngen_R5_K11_POSTOPDIS.gz",16380436,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1682","finn-b-K11_PSC_COLITIS",195341,197,195144,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Colitis, primary sclerosing","K11_PSC_COLITIS",NA,"finngen_R5_K11_PSC_COLITIS.gz",16380405,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1683","finn-b-K11_PSC_COLITIS_STRICT",195300,156,195144,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Colitis, primary sclerosing, strict definition","K11_PSC_COLITIS_STRICT",NA,"finngen_R5_K11_PSC_COLITIS_STRICT.gz",16380405,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1684","finn-b-K11_PULC",189825,130,189695,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Peptic ulcer","K11_PULC",NA,"finngen_R5_K11_PULC.gz",16380374,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1685","finn-b-K11_PULP_PERIAPICAL",200749,5354,195395,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Diseases of pulp and periapical tissues","K11_PULP_PERIAPICAL",NA,"finngen_R5_K11_PULP_PERIAPICAL.gz",16380387,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1686","finn-b-K11_REFLUX",202836,13141,189695,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Gastro-oesophageal reflux disease","K11_REFLUX",NA,"finngen_R5_K11_REFLUX.gz",16380425,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1687","finn-b-K11_REIMB_202",218792,10919,207873,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","KELA_REIMBURSEMENT_202","K11_REIMB_202",NA,"finngen_R5_K11_REIMB_202.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1688","finn-b-K11_RETROG_MAXILLAE",218792,171,218621,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Maxillary retrognathism","K11_RETROG_MAXILLAE",NA,"finngen_R5_K11_RETROG_MAXILLAE.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1689","finn-b-K11_SALIVARY",198555,3160,195395,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Diseases of salivary glands","K11_SALIVARY",NA,"finngen_R5_K11_SALIVARY.gz",16380377,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1690","finn-b-K11_STOMATITIS",196623,1228,195395,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Stomatitis and related lesions","K11_STOMATITIS",NA,"finngen_R5_K11_STOMATITIS.gz",16380375,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1691","finn-b-K11_STRICTURE",218792,4461,214331,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Intestinal stricture","K11_STRICTURE",NA,"finngen_R5_K11_STRICTURE.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1692","finn-b-K11_TEETH_HARD",196803,1408,195395,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Other diseases of hard tissues of teeth","K11_TEETH_HARD",NA,"finngen_R5_K11_TEETH_HARD.gz",16380390,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1693","finn-b-K11_TONGUE",196172,777,195395,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Diseases of tongue","K11_TONGUE",NA,"finngen_R5_K11_TONGUE.gz",16380373,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1694","finn-b-K11_TOOTH_DEV",196154,759,195395,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Disorders of tooth development and eruption","K11_TOOTH_DEV",NA,"finngen_R5_K11_TOOTH_DEV.gz",16380375,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1695","finn-b-K11_TOXLIV",213778,186,213592,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Toxic liver disease","K11_TOXLIV",NA,"finngen_R5_K11_TOXLIV.gz",16380435,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1696","finn-b-K11_UC_NOCD",212551,2251,210300,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Ulcerative colitis (strict definition, all Crohn cases excluded)","K11_UC_NOCD",NA,"finngen_R5_K11_UC_NOCD.gz",16380453,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1697","finn-b-K11_UC_STRICT",218507,2701,215806,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Ulcerative colitis (strict definition, require KELA)","K11_UC_STRICT",NA,"finngen_R5_K11_UC_STRICT.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1698","finn-b-K11_UC_STRICT2",218384,2578,215806,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Ulcerative colitis (strict definition, require KELA, min 2 HDR)","K11_UC_STRICT2",NA,"finngen_R5_K11_UC_STRICT2.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1699","finn-b-K11_UC_STRICT_PSC",202470,111,202359,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Ulcerative colitis (strict) with PSC","K11_UC_STRICT_PSC",NA,"finngen_R5_K11_UC_STRICT_PSC.gz",16380388,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1700","finn-b-K11_ULCER",214620,4320,210300,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Ulcerative colitis","K11_ULCER",NA,"finngen_R5_K11_ULCER.gz",16380459,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1701","finn-b-K11_UMBHER",194781,4224,190557,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Umbilical hernia","K11_UMBHER",NA,"finngen_R5_K11_UMBHER.gz",16380386,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1702","finn-b-K11_VASCINT",183169,746,182423,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Vascular disorders of the intestines","K11_VASCINT",NA,"finngen_R5_K11_VASCINT.gz",16380366,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1703","finn-b-K11_VENTHER",194294,3737,190557,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Ventral hernia","K11_VENTHER",NA,"finngen_R5_K11_VENTHER.gz",16380396,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1704","finn-b-K11_VOLVU",182727,304,182423,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Volvulus","K11_VOLVU",NA,"finngen_R5_K11_VOLVU.gz",16380365,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1705","finn-b-KELA_DIAB_INSUL",218792,29071,189721,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Diabetes, insuline treatment (Kela reimbursement)","KELA_DIAB_INSUL",NA,"finngen_R5_KELA_DIAB_INSUL.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1706","finn-b-KELA_DIAB_INSUL_EXMORE",211627,29071,182556,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","""Diabetes, insuline treatment (Kela reimbursement)"" (more controls excluded)","KELA_DIAB_INSUL_EXMORE",NA,"finngen_R5_KELA_DIAB_INSUL_EXMORE.gz",16380448,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1707","finn-b-KNEE_ARTHROSIS",195630,22796,172834,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Gonarthrosis [arthrosis of knee](FG)","KNEE_ARTHROSIS",NA,"finngen_R5_KNEE_ARTHROSIS.gz",16380379,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1708","finn-b-KRA_PSY_ALCOH",218792,2660,216132,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Alcohol abuse, main dg","KRA_PSY_ALCOH",NA,"finngen_R5_KRA_PSY_ALCOH.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1709","finn-b-KRA_PSY_ALCOH_EXMORE",169244,2660,166584,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","""Alcohol abuse, main dg"" (more controls excluded)","KRA_PSY_ALCOH_EXMORE",NA,"finngen_R5_KRA_PSY_ALCOH_EXMORE.gz",16380169,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1710","finn-b-KRA_PSY_ANXIETY",218792,20992,197800,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Anxiety disorders","KRA_PSY_ANXIETY",NA,"finngen_R5_KRA_PSY_ANXIETY.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1711","finn-b-KRA_PSY_ANXIETY_EXMORE",187576,20992,166584,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Anxiety disorders (more controls excluded)","KRA_PSY_ANXIETY_EXMORE",NA,"finngen_R5_KRA_PSY_ANXIETY_EXMORE.gz",16380352,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1712","finn-b-KRA_PSY_ANYMENTAL",218792,52208,166584,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Any mental disorder","KRA_PSY_ANYMENTAL",NA,"finngen_R5_KRA_PSY_ANYMENTAL.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1713","finn-b-KRA_PSY_ANYMENTAL_SUICID_PREG_NERV",218792,52473,166319,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Any mental disorder, or suicide (or attempt), or psychic disorders complicating pregnancy, partum or puerperum or nerve system disorders","KRA_PSY_ANYMENTAL_SUICID_PREG_NERV",NA,"finngen_R5_KRA_PSY_ANYMENTAL_SUICID_PREG_NERV.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1714","finn-b-KRA_PSY_AUTISM",218792,283,218509,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Autism spe","KRA_PSY_AUTISM",NA,"finngen_R5_KRA_PSY_AUTISM.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1715","finn-b-KRA_PSY_AUTISM_EXMORE",166867,283,166584,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Autism spe (more controls excluded)","KRA_PSY_AUTISM_EXMORE",NA,"finngen_R5_KRA_PSY_AUTISM_EXMORE.gz",16380156,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1716","finn-b-KRA_PSY_BEHAV",218792,400,218392,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Behavioural disorders","KRA_PSY_BEHAV",NA,"finngen_R5_KRA_PSY_BEHAV.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1717","finn-b-KRA_PSY_BEHAV_EXMORE",166984,400,166584,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Behavioural disorders (more controls excluded)","KRA_PSY_BEHAV_EXMORE",NA,"finngen_R5_KRA_PSY_BEHAV_EXMORE.gz",16380157,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1718","finn-b-KRA_PSY_CHILDEMOT",218792,805,217987,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Emotional disorders starting during childhood or adolecense","KRA_PSY_CHILDEMOT",NA,"finngen_R5_KRA_PSY_CHILDEMOT.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1719","finn-b-KRA_PSY_CHILDEMOT_EXMORE",167389,805,166584,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Emotional disorders starting during childhood or adolecense (more controls excluded)","KRA_PSY_CHILDEMOT_EXMORE",NA,"finngen_R5_KRA_PSY_CHILDEMOT_EXMORE.gz",16380155,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1720","finn-b-KRA_PSY_CHILDSOC",218792,129,218663,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Social disorders starting during childhood or adolecense","KRA_PSY_CHILDSOC",NA,"finngen_R5_KRA_PSY_CHILDSOC.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1721","finn-b-KRA_PSY_CHILDSOC_EXMORE",166713,129,166584,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Social disorders starting during childhood or adolecense (more controls excluded)","KRA_PSY_CHILDSOC_EXMORE",NA,"finngen_R5_KRA_PSY_CHILDSOC_EXMORE.gz",16380155,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1722","finn-b-KRA_PSY_CODUCTEMOT",218792,416,218376,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Mixed disorders of conduct and emotions (KRA_PSY_CODUCTEMOT)","KRA_PSY_CODUCTEMOT",NA,"finngen_R5_KRA_PSY_CODUCTEMOT.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1723","finn-b-KRA_PSY_CODUCTEMOT_EXMORE",167000,416,166584,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Mixed disorders of conduct and emotions (more controls excluded)","KRA_PSY_CODUCTEMOT_EXMORE",NA,"finngen_R5_KRA_PSY_CODUCTEMOT_EXMORE.gz",16380155,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1724","finn-b-KRA_PSY_DEMENTIA",218792,5933,212859,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Any dementia","KRA_PSY_DEMENTIA",NA,"finngen_R5_KRA_PSY_DEMENTIA.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1725","finn-b-KRA_PSY_DEMENTIA_EXMORE",172517,5933,166584,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Any dementia (more controls excluded)","KRA_PSY_DEMENTIA_EXMORE",NA,"finngen_R5_KRA_PSY_DEMENTIA_EXMORE.gz",16380199,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1726","finn-b-KRA_PSY_DEVWIDE",218792,404,218388,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Wide developmental disorders","KRA_PSY_DEVWIDE",NA,"finngen_R5_KRA_PSY_DEVWIDE.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1727","finn-b-KRA_PSY_DEVWIDE_EXMORE",166988,404,166584,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Wide developmental disorders (more controls excluded)","KRA_PSY_DEVWIDE_EXMORE",NA,"finngen_R5_KRA_PSY_DEVWIDE_EXMORE.gz",16380158,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1728","finn-b-KRA_PSY_EATING",218792,1505,217287,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","KRA_PSY_EATING","KRA_PSY_EATING",NA,"finngen_R5_KRA_PSY_EATING.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1729","finn-b-KRA_PSY_EATING_EXMORE",168089,1505,166584,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","KRA_PSY_EATING (more controls excluded)","KRA_PSY_EATING_EXMORE",NA,"finngen_R5_KRA_PSY_EATING_EXMORE.gz",16380190,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1730","finn-b-KRA_PSY_HYPERKIN",218792,955,217837,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Hyperkinetic disorders","KRA_PSY_HYPERKIN",NA,"finngen_R5_KRA_PSY_HYPERKIN.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1731","finn-b-KRA_PSY_HYPERKIN_EXMORE",167539,955,166584,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Hyperkinetic disorders (more controls excluded)","KRA_PSY_HYPERKIN_EXMORE",NA,"finngen_R5_KRA_PSY_HYPERKIN_EXMORE.gz",16380161,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1732","finn-b-KRA_PSY_MENTALRET",218792,704,218088,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Mental retardation (KRA_PSY_MENTALRET)","KRA_PSY_MENTALRET",NA,"finngen_R5_KRA_PSY_MENTALRET.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1733","finn-b-KRA_PSY_MENTALRET_EXMORE",167244,704,166540,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Mental retardation (more controls excluded)","KRA_PSY_MENTALRET_EXMORE",NA,"finngen_R5_KRA_PSY_MENTALRET_EXMORE.gz",16380154,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1734","finn-b-KRA_PSY_MOOD",218792,26537,192255,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Mood disorders","KRA_PSY_MOOD",NA,"finngen_R5_KRA_PSY_MOOD.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1735","finn-b-KRA_PSY_MOOD_EXMORE",193121,26537,166584,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Mood disorders (more controls excluded)","KRA_PSY_MOOD_EXMORE",NA,"finngen_R5_KRA_PSY_MOOD_EXMORE.gz",16380358,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1736","finn-b-KRA_PSY_MOTOR",218792,236,218556,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Motor disorders","KRA_PSY_MOTOR",NA,"finngen_R5_KRA_PSY_MOTOR.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1737","finn-b-KRA_PSY_MOTOR_EXMORE",166820,236,166584,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Motor disorders (more controls excluded)","KRA_PSY_MOTOR_EXMORE",NA,"finngen_R5_KRA_PSY_MOTOR_EXMORE.gz",16380165,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1738","finn-b-KRA_PSY_PERSON",218792,6254,212538,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Personality disorders","KRA_PSY_PERSON",NA,"finngen_R5_KRA_PSY_PERSON.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1739","finn-b-KRA_PSY_PERSON_EXMORE",172834,6254,166580,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Personality disorders (more controls excluded)","KRA_PSY_PERSON_EXMORE",NA,"finngen_R5_KRA_PSY_PERSON_EXMORE.gz",16380253,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1740","finn-b-KRA_PSY_PUERPER",123579,189,123390,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Mental and behabioural disorders of puerperum, not classified elsewhere","KRA_PSY_PUERPER",NA,"finngen_R5_KRA_PSY_PUERPER.gz",16379784,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1741","finn-b-KRA_PSY_PUERPER_EXMORE",93910,189,93721,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","""Mental and behabioural disorders of puerperum, not classified elsewhere"" (more controls excluded)","KRA_PSY_PUERPER_EXMORE",NA,"finngen_R5_KRA_PSY_PUERPER_EXMORE.gz",16378665,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1742","finn-b-KRA_PSY_SCHIZODEL",218792,10091,208701,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Schizophrenia or delusion","KRA_PSY_SCHIZODEL",NA,"finngen_R5_KRA_PSY_SCHIZODEL.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1743","finn-b-KRA_PSY_SCHIZODEL_EXMORE",176675,10091,166584,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Schizophrenia or delusion (more controls excluded)","KRA_PSY_SCHIZODEL_EXMORE",NA,"finngen_R5_KRA_PSY_SCHIZODEL_EXMORE.gz",16380242,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1744","finn-b-KRA_PSY_SLEEP_NONORG",218792,2214,216578,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Nonorganic sleeping disorders","KRA_PSY_SLEEP_NONORG",NA,"finngen_R5_KRA_PSY_SLEEP_NONORG.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1745","finn-b-KRA_PSY_SLEEP_NONORG_EXMORE",168798,2214,166584,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Nonorganic sleeping disorders (more controls excluded)","KRA_PSY_SLEEP_NONORG_EXMORE",NA,"finngen_R5_KRA_PSY_SLEEP_NONORG_EXMORE.gz",16380172,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1746","finn-b-KRA_PSY_SPEELING",218792,1312,217480,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Speech and linguistic disorders","KRA_PSY_SPEELING",NA,"finngen_R5_KRA_PSY_SPEELING.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1747","finn-b-KRA_PSY_SPEELING_EXMORE",167896,1312,166584,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Speech and linguistic disorders (more controls excluded)","KRA_PSY_SPEELING_EXMORE",NA,"finngen_R5_KRA_PSY_SPEELING_EXMORE.gz",16380165,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1748","finn-b-KRA_PSY_SUBSTANCE",218792,12819,205973,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Substance abuse","KRA_PSY_SUBSTANCE",NA,"finngen_R5_KRA_PSY_SUBSTANCE.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1749","finn-b-KRA_PSY_SUBSTANCE_EXMORE",179368,12819,166549,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Substance abuse (more controls excluded)","KRA_PSY_SUBSTANCE_EXMORE",NA,"finngen_R5_KRA_PSY_SUBSTANCE_EXMORE.gz",16380274,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1750","finn-b-KRA_PSY_TIC",218792,172,218620,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Tic disorders (KRA_PSY_TIC)","KRA_PSY_TIC",NA,"finngen_R5_KRA_PSY_TIC.gz",16380466,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1751","finn-b-KRA_PSY_TIC_EXMORE",166756,172,166584,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Tic disorders (more controls excluded)","KRA_PSY_TIC_EXMORE",NA,"finngen_R5_KRA_PSY_TIC_EXMORE.gz",16380155,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1752","finn-b-L12_ABSCESS_CUT",212258,3809,208449,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Cutaneous abscess, furuncle and carbuncle","L12_ABSCESS_CUT",NA,"finngen_R5_L12_ABSCESS_CUT.gz",16380456,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1753","finn-b-L12_ACNE",212438,1299,211139,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Acne","L12_ACNE",NA,"finngen_R5_L12_ACNE.gz",16380454,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1754","finn-b-L12_ACNE_NAS",211290,151,211139,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Other  and unspecified acne","L12_ACNE_NAS",NA,"finngen_R5_L12_ACNE_NAS.gz",16380451,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1755","finn-b-L12_ACNE_VULGARIS",212231,1092,211139,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Acne vulgaris","L12_ACNE_VULGARIS",NA,"finngen_R5_L12_ACNE_VULGARIS.gz",16380453,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1756","finn-b-L12_ACTINKERA",218090,4817,213273,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Actinic keratosis","L12_ACTINKERA",NA,"finngen_R5_L12_ACTINKERA.gz",16380463,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1757","finn-b-L12_ALLERGICCONTACT",200944,2204,198740,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Alergic contact dermatitis","L12_ALLERGICCONTACT",NA,"finngen_R5_L12_ALLERGICCONTACT.gz",16380431,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1758","finn-b-L12_ALOPECANDRO",119185,98,119087,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Androgenic alopecia","L12_ALOPECANDRO",NA,"finngen_R5_L12_ALOPECANDRO.gz",16379661,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1759","finn-b-L12_ALOPECAREATA",211428,289,211139,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Alopecia areata","L12_ALOPECAREATA",NA,"finngen_R5_L12_ALOPECAREATA.gz",16380450,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
"1760","finn-b-L12_ATOPIC",205764,7024,198740,"Males and females","Binary",NA,"logOR","public","HG19/GRCh37","FinnGen",2021,"European","Atopic dermatitis","L12_ATOPIC",NA,"finngen_R5_L12_ATOPIC.gz",16380443,"tab",TRUE,1,0,1,2,3,4,5,6,7,8
